Age,Income,LoanAmount,CreditScore,Married,Education,Gender,Approved
30,222630,21958964,538,Yes,Graduate,Male,1
23,344036,21983350,318,No,Graduate,Female,1
57,138371,21988990,501,No,Graduate,Male,1
32,312772,22033611,502,Yes,Graduate,Male,1
51,352464,22049005,460,No,Non-Graduate,Male,1
32,272773,22052103,642,Yes,Non-Graduate,Male,1
28,42936,22129695,515,Yes,Non-Graduate,Male,0
32,123306,22173668,846,No,Non-Graduate,Male,1
22,49777,22176027,675,Yes,Graduate,Male,0
38,255851,22189282,576,No,Graduate,Female,1
57,260270,22196567,397,No,Non-Graduate,Female,1
24,224580,22202051,571,No,Non-Graduate,Male,0
57,270351,22267499,789,No,Non-Graduate,Male,1
31,235657,22322344,616,No,Non-Graduate,Male,1
61,39023,22334455,632,Yes,Graduate,Male,0
59,268090,22423805,397,No,Graduate,Female,1
58,384925,22457539,476,No,Graduate,Male,1
41,381716,22483124,444,Yes,Graduate,Female,1
35,383107,22485701,482,No,Graduate,Female,1
44,63461,22498128,448,No,Non-Graduate,Male,0
31,237314,22512043,342,Yes,Non-Graduate,Male,0
62,281602,22520629,385,No,Non-Graduate,Male,1
60,338000,22549942,525,Yes,Graduate,Female,1
26,98422,22566210,824,Yes,Graduate,Female,0
42,398422,22622831,824,Yes,Graduate,Female,1
35,117064,22646109,454,No,Graduate,Female,0
53,211996,22663052,386,No,Non-Graduate,Male,1
62,194004,22669761,372,Yes,Graduate,Male,0
37,129101,22674352,793,Yes,Non-Graduate,Male,0
46,101948,22706804,750,No,Graduate,Male,0
37,41323,22746091,726,No,Graduate,Female,0
35,71977,22754785,530,Yes,Non-Graduate,Female,0
31,200775,22757869,698,No,Non-Graduate,Female,1
36,362902,22768757,628,Yes,Graduate,Female,1
33,31350,22778449,330,Yes,Non-Graduate,Female,0
25,275927,22783738,505,Yes,Graduate,Male,1
38,197443,22785343,460,Yes,Non-Graduate,Female,1
25,74437,22832482,474,No,Non-Graduate,Male,0
38,60860,22834162,698,No,Non-Graduate,Female,1
39,246305,22876176,370,Yes,Non-Graduate,Female,1
38,213646,22877223,330,Yes,Non-Graduate,Female,0
34,76572,22894041,409,Yes,Graduate,Male,1
51,237282,22894398,560,No,Non-Graduate,Male,1
30,227193,22910904,767,No,Graduate,Male,1
28,166965,22941448,691,Yes,Graduate,Male,0
61,49063,22948234,577,No,Non-Graduate,Male,0
53,245864,22949259,846,Yes,Graduate,Female,1
29,372854,22949708,491,Yes,Graduate,Male,1
40,21961,22950401,738,Yes,Non-Graduate,Female,0
39,209937,22979288,488,Yes,Graduate,Female,1
53,159005,22983735,674,Yes,Non-Graduate,Female,0
47,297354,22985169,624,Yes,Graduate,Male,1
57,256668,22988935,627,Yes,Graduate,Male,1
54,91088,22990906,849,Yes,Non-Graduate,Male,1
49,341395,22995303,722,No,Graduate,Male,1
49,112091,23066282,465,No,Non-Graduate,Male,0
37,228000,23088059,809,No,Graduate,Male,1
28,211591,23115620,311,Yes,Graduate,Female,0
44,32818,23126594,834,Yes,Graduate,Male,1
63,285228,23149997,836,Yes,Graduate,Male,1
64,133758,23154254,712,Yes,Graduate,Female,0
45,350763,23193099,620,No,Graduate,Female,1
23,230307,23196579,638,Yes,Non-Graduate,Female,1
23,92204,23206817,445,No,Graduate,Female,0
47,53798,23216584,634,Yes,Non-Graduate,Female,1
43,200418,23220780,820,Yes,Non-Graduate,Female,1
24,73413,23247439,355,No,Graduate,Male,0
32,211758,23248245,667,No,Graduate,Male,1
48,278789,23257397,777,No,Graduate,Male,1
51,226717,23263353,346,No,Graduate,Female,1
35,25435,23275617,718,Yes,Non-Graduate,Male,1
64,72227,23278496,373,Yes,Graduate,Female,0
22,301567,23296892,712,Yes,Non-Graduate,Male,1
45,315305,23336388,472,Yes,Graduate,Male,1
33,318818,23362262,563,Yes,Graduate,Female,1
25,254784,23362915,660,No,Graduate,Male,1
62,331011,23388784,520,Yes,Graduate,Male,1
52,30068,23390568,487,No,Graduate,Female,0
48,316898,23409482,441,No,Non-Graduate,Female,1
55,39510,23438685,811,No,Non-Graduate,Female,0
52,179254,23441805,754,Yes,Non-Graduate,Female,0
54,92782,23459820,488,No,Graduate,Male,0
27,60524,23511181,517,No,Graduate,Male,0
60,239516,23541674,692,No,Graduate,Female,1
55,196968,23563648,830,Yes,Graduate,Male,1
24,291223,23566913,743,No,Graduate,Female,1
31,394368,23622300,661,Yes,Graduate,Female,1
24,214360,23668315,500,Yes,Graduate,Male,1
37,74786,23676269,729,Yes,Non-Graduate,Male,1
61,76754,23721279,820,Yes,Graduate,Female,0
21,156694,23723139,590,Yes,Non-Graduate,Female,0
28,304236,23732901,456,Yes,Graduate,Male,1
42,168725,23750482,749,No,Graduate,Female,0
60,380383,23804028,350,Yes,Non-Graduate,Female,1
49,154585,23807209,562,Yes,Graduate,Male,1
39,218681,23819421,826,No,Graduate,Male,1
29,250395,23828743,317,Yes,Non-Graduate,Male,0
38,103384,23868375,637,No,Non-Graduate,Male,1
35,171542,23886708,378,Yes,Graduate,Female,0
34,206023,23901286,824,No,Graduate,Female,0
57,293423,23914686,460,No,Graduate,Female,1
52,66418,23939820,765,Yes,Non-Graduate,Female,1
35,280078,23956891,632,No,Non-Graduate,Male,1
44,165693,24000957,847,Yes,Graduate,Male,0
31,151936,24013294,333,No,Graduate,Female,0
42,227370,24059484,802,No,Graduate,Male,1
49,243660,24071606,662,No,Non-Graduate,Male,0
28,27837,24120043,740,No,Non-Graduate,Female,0
64,373023,24134291,422,No,Graduate,Male,1
40,212180,24140071,460,No,Graduate,Male,0
26,264929,24144159,789,No,Graduate,Female,1
46,133783,24158407,677,Yes,Non-Graduate,Male,1
41,277134,24183742,545,No,Non-Graduate,Male,1
63,395601,24196320,533,No,Non-Graduate,Male,1
29,303817,24217253,752,No,Graduate,Female,1
50,333651,24257687,752,Yes,Graduate,Male,1
25,332354,24279034,354,Yes,Graduate,Female,1
53,142672,24283337,466,Yes,Graduate,Male,0
43,204875,24285941,650,No,Graduate,Female,1
43,258483,24303885,597,Yes,Non-Graduate,Male,1
58,139815,24309863,376,No,Graduate,Female,0
31,297749,24333577,316,Yes,Graduate,Female,1
49,95839,24355877,379,No,Graduate,Female,0
30,50480,24359707,836,Yes,Graduate,Male,0
41,297267,24372507,814,No,Non-Graduate,Male,1
21,273516,24376468,710,Yes,Graduate,Male,1
28,262223,24384819,695,No,Non-Graduate,Female,1
25,307714,24397289,515,Yes,Graduate,Male,1
41,114488,24398509,532,No,Non-Graduate,Male,0
28,333730,24405739,742,Yes,Non-Graduate,Female,1
55,49793,24407736,715,No,Graduate,Female,0
61,387371,24437527,508,No,Graduate,Female,1
43,301411,24532289,339,Yes,Graduate,Female,0
64,205541,24565117,604,Yes,Graduate,Female,1
62,219488,24571413,792,Yes,Non-Graduate,Female,1
38,254318,24576499,780,No,Non-Graduate,Female,1
29,327143,24594915,397,No,Non-Graduate,Female,1
39,301197,24602105,648,Yes,Non-Graduate,Male,1
55,71024,24672982,711,Yes,Graduate,Female,0
48,247629,24680251,834,No,Graduate,Male,1
57,174599,24689850,814,Yes,Non-Graduate,Male,1
41,308514,24720820,318,Yes,Graduate,Male,1
42,143199,24727528,645,No,Non-Graduate,Female,0
46,97597,24794815,307,No,Non-Graduate,Female,0
35,27170,24883195,772,Yes,Graduate,Male,0
46,129028,24909950,329,Yes,Graduate,Female,0
44,162003,24913926,422,Yes,Graduate,Male,0
60,378320,24929381,533,No,Non-Graduate,Male,1
34,89517,24960408,553,No,Graduate,Female,0
48,132669,24961460,447,No,Graduate,Female,0
32,20074,24986147,423,Yes,Graduate,Female,0
46,311853,25003085,333,Yes,Graduate,Male,1
52,383647,25008095,822,No,Non-Graduate,Female,1
28,224994,25059902,396,Yes,Graduate,Female,0
48,211896,25071958,749,Yes,Non-Graduate,Female,0
26,356698,25102739,580,No,Graduate,Male,0
51,392684,25108117,320,No,Graduate,Female,1
33,34389,25120847,558,No,Graduate,Male,0
54,176078,25136308,606,No,Non-Graduate,Male,1
41,68924,25140020,448,Yes,Graduate,Male,0
40,46026,25144254,698,Yes,Graduate,Female,1
26,236398,25166918,389,No,Graduate,Male,1
60,198157,25248671,773,No,Graduate,Male,1
40,138920,25270526,305,Yes,Graduate,Female,0
56,341898,25272572,629,Yes,Graduate,Female,1
35,313257,25361670,595,No,Graduate,Female,1
48,188751,25396245,571,Yes,Graduate,Female,0
24,254561,25410119,785,No,Non-Graduate,Male,1
49,223179,25433295,430,Yes,Non-Graduate,Male,1
50,148447,25439327,437,Yes,Non-Graduate,Male,1
25,274043,25453669,670,No,Non-Graduate,Male,1
35,114346,25471039,722,Yes,Graduate,Male,0
48,318845,25471497,378,Yes,Graduate,Female,1
51,93313,25472332,559,No,Non-Graduate,Female,0
22,32379,25484534,518,No,Non-Graduate,Male,0
64,295399,25493622,589,Yes,Graduate,Female,1
30,80380,25553156,785,Yes,Non-Graduate,Female,0
27,326868,25573517,358,No,Graduate,Male,1
39,138248,25584001,355,Yes,Non-Graduate,Male,0
28,102666,25633125,650,No,Graduate,Female,1
44,150698,25646721,834,Yes,Non-Graduate,Female,1
38,38482,25648474,626,Yes,Non-Graduate,Female,0
21,113464,25652868,742,No,Non-Graduate,Male,1
52,85431,25660424,444,Yes,Non-Graduate,Female,1
57,335158,25677599,445,No,Graduate,Male,1
34,360343,25692280,751,Yes,Graduate,Female,1
49,364937,25698071,740,No,Graduate,Male,1
54,72021,25717713,822,Yes,Graduate,Male,0
27,339522,25781086,379,No,Graduate,Male,1
46,244006,25791819,352,No,Graduate,Male,1
40,184841,25797355,711,No,Non-Graduate,Female,1
59,63618,25799402,478,No,Non-Graduate,Male,0
43,337336,25822055,558,No,Graduate,Male,1
45,388655,25870758,381,Yes,Non-Graduate,Male,1
28,99823,25926606,492,Yes,Graduate,Male,0
46,216701,25935598,831,Yes,Graduate,Male,1
33,236669,25962696,768,Yes,Graduate,Male,1
37,281413,25966067,353,No,Graduate,Female,1
59,141688,26008054,347,Yes,Non-Graduate,Male,0
42,157854,26008966,320,Yes,Graduate,Male,0
24,357164,26059918,576,Yes,Graduate,Male,1
49,48876,26105524,815,No,Non-Graduate,Female,0
42,22866,26122808,522,No,Non-Graduate,Female,0
62,384206,26124838,841,No,Graduate,Male,1
24,269836,26136699,764,No,Non-Graduate,Male,1
49,352103,26159594,337,Yes,Non-Graduate,Male,1
31,247693,26204344,638,No,Non-Graduate,Male,1
35,301366,26208027,396,No,Graduate,Male,1
25,365876,26210296,427,No,Non-Graduate,Female,1
57,36984,26211526,402,Yes,Non-Graduate,Male,0
54,20515,26221918,508,Yes,Graduate,Male,0
50,254778,26231432,566,No,Non-Graduate,Male,0
57,21906,26259509,702,Yes,Non-Graduate,Female,0
53,232204,26298869,727,No,Non-Graduate,Male,1
57,338379,26300376,727,Yes,Graduate,Male,1
57,357462,26303184,412,No,Graduate,Female,1
46,190205,26334690,329,Yes,Non-Graduate,Female,0
49,168441,26362995,507,No,Non-Graduate,Female,1
50,227580,26367257,539,No,Non-Graduate,Female,1
23,75830,26404560,383,Yes,Non-Graduate,Male,0
46,180381,26410322,506,No,Non-Graduate,Male,1
51,52230,26410656,562,Yes,Non-Graduate,Male,0
48,127441,26449695,452,Yes,Graduate,Female,0
62,333278,26468172,430,No,Non-Graduate,Male,1
58,99526,26478794,699,Yes,Graduate,Female,0
55,91695,26496809,347,No,Graduate,Male,0
54,209773,26560964,631,Yes,Graduate,Female,1
57,396024,26585101,346,No,Non-Graduate,Male,1
35,243457,26627011,420,Yes,Non-Graduate,Female,1
44,267481,26705275,563,Yes,Non-Graduate,Female,1
50,253462,26712025,807,Yes,Graduate,Female,0
30,275116,26767444,430,Yes,Graduate,Female,1
27,171426,26783069,308,Yes,Graduate,Female,1
22,132113,26789335,746,Yes,Non-Graduate,Male,1
40,156109,26790164,345,Yes,Non-Graduate,Male,1
52,185250,26800262,593,Yes,Graduate,Female,1
41,116651,26801964,376,Yes,Graduate,Male,0
49,70411,26806012,755,Yes,Graduate,Male,1
22,367617,26826706,485,Yes,Graduate,Male,1
52,363470,26846754,378,Yes,Graduate,Male,1
29,207644,26857645,660,No,Graduate,Male,1
38,139774,26874699,493,No,Graduate,Male,1
51,111321,26920743,431,No,Non-Graduate,Male,0
35,289357,26952759,410,Yes,Graduate,Female,1
45,300460,26997760,319,No,Non-Graduate,Female,0
35,225671,27020577,687,No,Graduate,Male,0
53,76635,27021610,403,No,Graduate,Female,0
25,189024,27035546,533,Yes,Non-Graduate,Male,1
27,367299,27068432,356,Yes,Non-Graduate,Male,1
64,152534,27078277,308,No,Graduate,Female,0
33,216292,27083134,660,Yes,Graduate,Female,0
39,118537,27141584,366,No,Non-Graduate,Male,0
58,48067,27149568,414,No,Non-Graduate,Male,0
36,356377,27192774,378,No,Graduate,Male,1
55,44624,27215260,607,Yes,Non-Graduate,Female,0
63,288137,27253492,805,Yes,Non-Graduate,Male,1
25,310180,27263227,325,No,Non-Graduate,Female,1
42,293438,27265938,432,Yes,Graduate,Female,0
48,241705,27285395,483,No,Graduate,Female,0
28,164933,27308766,745,Yes,Graduate,Female,0
42,130966,27340357,358,No,Non-Graduate,Male,0
42,145342,27367811,719,No,Non-Graduate,Male,0
47,284291,27400898,774,No,Graduate,Male,1
41,365172,27414855,455,Yes,Graduate,Female,0
52,193688,27507323,492,Yes,Graduate,Female,1
62,25033,27535616,682,No,Graduate,Female,0
44,334201,27563666,399,No,Graduate,Female,1
47,315103,27583471,764,No,Graduate,Male,1
54,263459,27592031,408,Yes,Graduate,Male,0
64,30234,27613044,742,No,Non-Graduate,Male,0
34,197254,27686846,402,Yes,Non-Graduate,Male,0
30,346571,27701349,719,No,Graduate,Female,1
33,393045,27716864,561,Yes,Non-Graduate,Male,1
43,179163,27739937,594,No,Non-Graduate,Male,1
25,103291,27743052,494,No,Non-Graduate,Female,0
21,361678,27791704,788,Yes,Graduate,Male,1
39,352597,27866367,649,No,Non-Graduate,Male,1
23,231027,27869798,667,Yes,Non-Graduate,Male,1
25,194124,27873686,542,Yes,Graduate,Female,1
50,133768,27876664,446,Yes,Non-Graduate,Female,0
21,48992,27883913,564,Yes,Graduate,Female,0
49,306610,27884386,521,Yes,Graduate,Female,0
49,104433,27890207,500,No,Graduate,Female,0
52,370002,27893393,518,No,Graduate,Female,1
31,117170,27901351,716,Yes,Non-Graduate,Female,1
58,147251,27909688,312,Yes,Graduate,Female,1
36,218033,27915787,763,No,Non-Graduate,Male,1
57,229720,27940327,849,No,Non-Graduate,Male,1
52,204381,27963010,785,Yes,Non-Graduate,Female,1
53,154917,28001969,389,No,Graduate,Male,0
24,292502,28023358,523,Yes,Non-Graduate,Female,1
57,78026,28023885,475,No,Non-Graduate,Female,0
35,139873,28036421,300,No,Non-Graduate,Male,1
59,161900,28039388,373,No,Graduate,Male,0
44,390513,28087868,543,Yes,Non-Graduate,Male,1
36,267941,28092991,545,No,Non-Graduate,Female,1
52,367160,28104575,769,No,Non-Graduate,Female,1
61,252117,28129485,312,No,Graduate,Female,1
44,287413,28142051,512,Yes,Non-Graduate,Male,1
22,275989,28207770,742,Yes,Graduate,Female,1
39,207464,28218068,625,No,Graduate,Female,1
56,89453,28228511,757,No,Non-Graduate,Male,0
49,52766,28237962,849,Yes,Non-Graduate,Male,0
21,307176,28249278,775,Yes,Non-Graduate,Female,1
48,137769,28311216,593,No,Non-Graduate,Female,0
31,143246,28334386,384,No,Graduate,Female,1
38,396254,28386747,793,No,Graduate,Female,1
49,247444,28388249,544,Yes,Graduate,Female,1
61,93870,28395743,825,Yes,Graduate,Male,0
41,175976,28412632,418,No,Graduate,Male,1
49,152797,28431925,373,No,Graduate,Female,0
62,297948,28472405,628,Yes,Graduate,Female,1
27,118802,28483481,556,No,Non-Graduate,Male,0
62,280928,28526890,810,No,Non-Graduate,Male,1
62,266969,28575752,476,Yes,Non-Graduate,Male,1
27,78829,28582953,400,No,Non-Graduate,Female,0
59,266256,28583090,732,Yes,Non-Graduate,Male,1
55,241421,28598402,606,Yes,Graduate,Male,1
31,122552,28619573,580,No,Graduate,Female,1
44,212888,28621730,782,No,Non-Graduate,Male,1
28,276682,28641285,550,Yes,Graduate,Female,1
21,52125,28642772,689,No,Graduate,Male,0
64,253378,28655390,411,No,Graduate,Female,1
33,122478,28675409,662,No,Non-Graduate,Female,1
37,252931,28676799,495,No,Graduate,Male,0
57,209651,28702913,443,Yes,Non-Graduate,Male,0
45,388582,28704421,311,Yes,Graduate,Female,1
29,185767,28717964,668,Yes,Graduate,Female,0
60,93535,28736098,590,Yes,Non-Graduate,Male,0
28,283358,28747303,573,No,Graduate,Female,1
40,102987,28788554,371,No,Non-Graduate,Male,1
63,391557,28807372,509,Yes,Graduate,Male,1
45,146613,28860620,377,Yes,Graduate,Male,0
46,86188,28873059,315,Yes,Non-Graduate,Female,0
53,312926,28883017,572,Yes,Graduate,Female,1
22,315209,28906688,630,No,Graduate,Male,1
50,113476,28909148,322,No,Graduate,Male,0
48,200175,28913310,574,Yes,Graduate,Female,0
30,161002,28915692,420,No,Non-Graduate,Female,1
38,194312,28974394,498,Yes,Non-Graduate,Male,1
52,144693,29084829,657,Yes,Graduate,Male,0
38,265847,29087102,413,No,Non-Graduate,Male,1
50,353134,29107750,495,Yes,Non-Graduate,Male,1
31,383435,29114939,810,No,Non-Graduate,Female,1
62,302803,29118395,812,No,Graduate,Male,1
23,360134,29131418,544,Yes,Non-Graduate,Male,1
34,110909,29135802,510,No,Non-Graduate,Male,1
61,287553,29153736,415,Yes,Graduate,Female,1
55,179682,29164998,480,Yes,Non-Graduate,Female,0
38,243936,29260312,476,No,Non-Graduate,Male,1
28,178901,29288276,420,No,Graduate,Female,1
61,232909,29291160,584,Yes,Non-Graduate,Male,1
61,179472,29294132,513,Yes,Graduate,Female,1
53,343923,29299370,701,No,Non-Graduate,Male,0
25,184404,29351377,693,Yes,Graduate,Male,1
31,67315,29439963,439,Yes,Graduate,Female,0
64,365932,29451143,422,No,Non-Graduate,Male,1
50,283053,29451876,608,No,Graduate,Male,1
35,296524,29493553,694,No,Non-Graduate,Female,1
24,179277,29508911,811,Yes,Non-Graduate,Male,0
46,150364,29511881,322,No,Non-Graduate,Female,0
27,103793,29516320,629,Yes,Graduate,Female,0
40,228542,29519068,614,Yes,Graduate,Male,1
30,256481,29538460,538,Yes,Graduate,Female,1
64,313459,29589729,432,No,Non-Graduate,Female,0
47,268178,29625163,586,No,Non-Graduate,Female,1
32,247600,29635936,720,No,Graduate,Male,0
21,204054,29654421,361,Yes,Non-Graduate,Male,0
42,363677,29659386,379,Yes,Graduate,Male,1
23,120417,29666879,514,No,Graduate,Female,1
58,109242,29687320,644,Yes,Non-Graduate,Female,1
26,304697,29764903,563,Yes,Graduate,Male,1
64,106673,29774622,459,Yes,Non-Graduate,Female,0
59,40836,29836324,749,No,Non-Graduate,Female,0
30,169725,29837146,496,Yes,Graduate,Female,0
46,332638,29869883,419,Yes,Non-Graduate,Female,1
64,351588,29871571,614,No,Non-Graduate,Female,1
64,33403,29871982,681,No,Non-Graduate,Male,0
59,38174,29874521,660,Yes,Graduate,Male,0
47,233869,29877537,300,Yes,Graduate,Female,1
42,194673,29885646,453,No,Graduate,Male,0
50,135074,29892613,343,Yes,Graduate,Male,0
60,300092,29894472,530,Yes,Graduate,Female,0
57,293578,29911413,586,No,Graduate,Female,1
64,257069,29973888,633,Yes,Non-Graduate,Female,0
21,212656,29988764,656,No,Graduate,Male,1
49,181149,29989042,425,No,Non-Graduate,Female,0
51,107592,29999149,833,No,Non-Graduate,Female,1
35,282204,30020229,501,Yes,Non-Graduate,Male,1
30,318303,30030837,753,No,Non-Graduate,Male,1
52,170259,30039270,681,Yes,Graduate,Female,1
33,376066,30086989,822,Yes,Non-Graduate,Male,1
43,249016,30112447,735,No,Non-Graduate,Male,1
27,364407,30130919,837,Yes,Graduate,Male,1
30,308997,30165144,771,Yes,Non-Graduate,Female,1
24,291091,30166188,840,No,Non-Graduate,Male,1
38,275230,30166915,348,No,Non-Graduate,Male,1
39,135600,30183030,448,No,Non-Graduate,Male,1
30,346160,30197141,815,Yes,Non-Graduate,Male,1
61,269432,30225866,466,No,Graduate,Male,1
56,147572,30271475,533,No,Graduate,Female,0
52,323342,30280785,831,Yes,Graduate,Male,1
32,265277,30288292,629,Yes,Non-Graduate,Male,1
52,174030,30320420,451,Yes,Non-Graduate,Male,0
22,311627,30361724,600,Yes,Non-Graduate,Female,1
50,66531,30402785,494,No,Non-Graduate,Female,0
48,328690,30458840,783,No,Non-Graduate,Female,1
32,20320,30487458,723,No,Graduate,Female,0
48,152018,30553878,502,No,Graduate,Male,0
25,109813,30558432,754,Yes,Graduate,Female,1
49,235834,30563797,758,No,Graduate,Female,1
27,96675,30582098,374,No,Non-Graduate,Male,0
24,297530,30583747,687,Yes,Graduate,Female,1
57,305071,30593887,586,No,Graduate,Female,1
58,173470,30639215,541,No,Graduate,Male,0
42,318276,30651113,373,Yes,Graduate,Male,1
52,75556,30692729,304,No,Non-Graduate,Male,0
26,75739,30701270,338,Yes,Non-Graduate,Female,1
27,305906,30721515,457,Yes,Graduate,Female,1
50,56713,30727885,418,Yes,Non-Graduate,Female,0
30,310395,30746211,544,No,Graduate,Male,1
24,201549,30769595,596,No,Non-Graduate,Female,1
61,100308,30774588,682,No,Graduate,Male,0
25,246118,30790850,414,Yes,Non-Graduate,Male,0
39,21132,30813919,756,No,Graduate,Female,0
30,278970,30900345,478,No,Non-Graduate,Male,1
24,202774,30910994,770,No,Graduate,Male,1
64,113326,30923815,398,Yes,Non-Graduate,Male,0
46,276812,31001473,550,No,Non-Graduate,Male,1
56,181855,31019413,655,No,Graduate,Male,1
57,98533,31043811,697,No,Graduate,Male,1
45,366249,31076006,653,No,Graduate,Male,1
47,342754,31148855,761,No,Non-Graduate,Male,1
47,196318,31157410,723,No,Non-Graduate,Male,1
64,279590,31164708,706,Yes,Non-Graduate,Female,1
21,168929,31173841,819,No,Graduate,Female,1
58,303539,31195607,790,No,Non-Graduate,Female,1
44,317174,31208324,582,Yes,Graduate,Male,1
31,314311,31235096,752,No,Graduate,Male,1
33,296274,31237450,641,Yes,Graduate,Female,1
31,322666,31246471,737,No,Graduate,Male,1
51,131825,31269822,534,No,Non-Graduate,Male,0
40,360426,31336650,594,No,Non-Graduate,Female,1
39,204544,31344258,449,Yes,Graduate,Male,0
59,92394,31344729,795,Yes,Graduate,Male,0
38,45954,31361061,712,Yes,Graduate,Female,0
25,79072,31371162,361,Yes,Graduate,Female,0
29,55362,31384900,817,No,Graduate,Female,0
31,363130,31386847,546,Yes,Non-Graduate,Male,1
60,323097,31392041,489,Yes,Graduate,Female,1
57,203500,31400940,328,Yes,Graduate,Male,0
51,110748,31451685,316,Yes,Graduate,Male,0
30,365744,31452302,727,Yes,Non-Graduate,Male,1
26,318627,31481719,594,No,Graduate,Female,1
28,192517,31483572,475,Yes,Graduate,Female,0
58,160202,31484949,495,No,Graduate,Male,0
58,343560,31490746,848,Yes,Graduate,Female,1
59,162487,31499680,300,No,Graduate,Female,0
31,162182,31503562,843,Yes,Non-Graduate,Female,1
41,207805,31506649,841,No,Non-Graduate,Male,1
63,337231,31529028,704,Yes,Non-Graduate,Male,1
49,52966,31541769,582,No,Graduate,Female,0
50,40855,31614183,697,Yes,Non-Graduate,Male,0
43,170453,31624514,455,Yes,Graduate,Female,0
49,38830,31629220,833,No,Graduate,Male,0
37,170653,31644412,636,No,Graduate,Male,1
40,316412,31655971,323,No,Graduate,Female,1
58,165213,31681087,644,No,Non-Graduate,Male,0
42,163933,31705058,848,No,Non-Graduate,Female,1
36,253867,31757600,598,Yes,Non-Graduate,Female,1
47,127293,31767382,748,Yes,Non-Graduate,Male,1
48,266512,31802217,640,No,Graduate,Female,1
44,94960,31852064,679,No,Non-Graduate,Female,1
59,21789,31862787,412,Yes,Non-Graduate,Male,0
58,30794,31876913,531,Yes,Non-Graduate,Female,0
59,368351,31900577,671,Yes,Non-Graduate,Male,1
64,29967,31930786,419,No,Non-Graduate,Female,0
30,296837,31962342,560,No,Non-Graduate,Female,1
40,122364,31996409,405,Yes,Graduate,Female,0
54,115335,32026766,807,No,Non-Graduate,Male,0
34,27086,32039232,813,No,Graduate,Female,1
31,191999,32061283,581,No,Graduate,Male,1
44,235379,32080801,335,Yes,Non-Graduate,Male,1
37,64130,32089348,827,No,Non-Graduate,Female,0
29,330929,32094226,561,Yes,Graduate,Female,1
47,62674,32102869,546,Yes,Graduate,Female,0
61,266367,32125603,588,Yes,Graduate,Female,1
31,307635,32155070,370,No,Graduate,Male,1
41,345897,32156888,608,Yes,Graduate,Male,1
35,186280,32195790,569,No,Non-Graduate,Female,0
63,32940,32286687,410,Yes,Graduate,Female,0
47,204535,32287458,654,Yes,Non-Graduate,Female,1
29,283246,32302507,528,No,Graduate,Male,1
40,53351,32319275,425,Yes,Non-Graduate,Female,0
21,264936,32401010,352,Yes,Graduate,Male,1
63,342796,32430096,774,Yes,Non-Graduate,Male,1
53,381252,32430104,533,Yes,Non-Graduate,Male,1
35,317883,32457283,712,No,Non-Graduate,Female,1
53,44354,32479815,810,No,Non-Graduate,Male,0
43,380215,32499400,392,No,Graduate,Male,1
40,112115,32509243,399,Yes,Graduate,Male,0
46,274488,32540400,799,Yes,Non-Graduate,Male,1
33,91805,32601471,497,No,Non-Graduate,Male,0
31,360401,32658101,628,Yes,Graduate,Male,1
30,278667,32668904,809,No,Graduate,Male,1
52,269495,32677242,821,No,Non-Graduate,Male,1
57,348871,32680368,510,Yes,Graduate,Male,1
56,153248,32689646,669,No,Graduate,Male,0
26,41058,32693027,411,Yes,Graduate,Male,0
56,261766,32729252,370,No,Graduate,Female,0
29,230938,32748154,466,No,Non-Graduate,Female,1
40,90309,32753533,805,No,Graduate,Female,0
38,328360,32776156,712,Yes,Non-Graduate,Male,1
58,136528,32809457,607,No,Graduate,Male,1
42,356643,32810599,725,Yes,Non-Graduate,Male,1
47,65117,32840188,635,Yes,Graduate,Female,0
53,187217,32896671,350,No,Graduate,Female,1
59,202047,32912537,455,No,Graduate,Male,0
54,366773,32923291,638,Yes,Non-Graduate,Female,1
32,187516,32953536,541,Yes,Graduate,Male,1
35,38667,32978430,398,No,Graduate,Female,0
60,169805,32982639,381,No,Graduate,Male,0
34,302986,32993655,399,No,Graduate,Male,1
24,129767,33000353,641,Yes,Non-Graduate,Female,1
34,118234,33002740,797,Yes,Graduate,Male,1
29,258009,33022055,723,No,Graduate,Female,1
35,301787,33025483,494,No,Non-Graduate,Female,1
57,71137,33062558,770,Yes,Non-Graduate,Male,0
37,301396,33064246,483,No,Non-Graduate,Female,1
37,75514,33066049,624,No,Non-Graduate,Female,0
36,79164,33157260,561,Yes,Graduate,Female,0
24,63481,33208605,501,No,Non-Graduate,Female,0
58,359125,33213861,388,No,Graduate,Female,1
44,47938,33229204,428,No,Graduate,Male,0
49,214215,33231319,587,Yes,Graduate,Male,0
54,119083,33250467,480,No,Graduate,Male,0
38,306370,33253197,650,Yes,Non-Graduate,Male,1
37,281439,33282020,729,Yes,Non-Graduate,Female,1
57,152596,33304467,455,No,Non-Graduate,Male,0
25,161932,33318389,730,No,Non-Graduate,Male,1
46,106597,33332053,338,Yes,Graduate,Female,1
39,170685,33399637,610,No,Graduate,Female,1
32,388481,33411359,662,Yes,Non-Graduate,Male,1
50,396620,33427989,807,Yes,Non-Graduate,Male,1
32,187477,33432146,385,No,Non-Graduate,Male,1
45,383649,33441880,511,No,Non-Graduate,Male,1
48,353261,33470390,632,Yes,Graduate,Female,1
41,299501,33479979,681,No,Graduate,Female,1
54,90246,33480507,544,No,Graduate,Male,1
35,91309,33486308,530,No,Non-Graduate,Female,0
53,218017,33504309,674,No,Graduate,Female,1
